unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX170,9.3,24.1,0.303,41.4,44.7,0.0,2.74,56.4,8.7,3.2,7.6,5.3,1.09,496.5,8.1,69.9,60.8,normal,89.2,0
TX170,9.3,20.5,0.632,51.7,62.2,0.004,-0.11,110.0,10.4,5.8,4.1,5.4,1.53,367.2,10.0,0.0,56.0,normal,91.6,0
TX171,13.0,33.6,0.741,69.0,82.6,0.049,1.87,129.9,11.5,4.8,5.8,5.4,0.42,603.8,12.9,30.0,60.0,normal,88.9,0
TX171,13.0,13.6,0.485,38.8,45.7,0.0,-1.62,81.5,8.3,1.7,1.1,5.1,0.23,513.9,14.6,142.9,53.2,normal,85.2,0
TX171,13.0,19.3,0.949,62.4,82.7,0.049,-0.58,165.3,284.6,428.7,285.7,217.2,11.19,827.2,19.6,68.3,31.6,T1,44.7,3
TX172,7.1,25.1,0.897,66.3,84.8,0.063,-4.3,165.1,18.2,5.0,7.4,0.6,2.44,372.5,6.5,26.1,58.9,normal,91.4,0
TX172,7.1,9.3,0.96,52.8,73.4,0.016,1.64,168.9,5.3,8.5,2.1,1.3,0.7,457.6,16.0,65.2,58.4,normal,87.5,0
TX172,7.1,11.0,0.9,52.3,70.9,0.012,-0.31,159.1,8.6,3.7,7.9,0.8,-1.0,402.2,14.2,14.0,56.8,normal,91.1,0
TX173,28.2,10.1,1.19,61.9,90.9,0.129,-0.59,212.4,11.1,19.8,5.5,5.4,1.42,878.3,,62.1,49.7,normal,76.4,1
TX173,28.2,18.5,0.933,61.1,80.7,0.039,-0.2,161.4,408.8,563.2,689.5,293.1,9.18,1373.8,32.9,42.9,37.3,T1,40.5,3
TX173,28.2,26.8,0.498,52.6,59.8,0.003,-0.99,87.7,812.7,307.3,201.1,422.4,1731.57,974.5,30.1,1223.5,49.1,D2,48.9,3
TX174,6.2,8.8,0.861,48.8,66.1,0.006,3.3,144.0,0.9,5.2,0.5,0.4,1.95,434.5,17.0,26.2,67.0,normal,89.1,0
TX174,6.2,19.6,0.594,49.2,58.8,0.002,1.85,98.9,10.5,7.7,6.5,2.9,0.36,429.0,13.6,51.9,61.9,normal,89.0,0
TX174,6.2,11.5,0.835,50.5,67.0,0.007,2.42,150.6,14.7,3.3,4.3,4.1,3.05,334.6,13.9,22.7,44.7,normal,87.3,0
TX174,6.2,31.9,0.823,70.4,86.6,0.078,2.81,146.4,10.2,3.8,4.3,0.9,2.12,518.6,17.9,23.1,57.2,normal,88.8,0
TX175,23.8,14.2,0.907,55.8,74.7,0.019,1.36,170.5,27.8,18.8,11.9,0.8,0.67,1032.1,18.6,121.0,51.0,normal,81.0,1
TX175,23.8,15.1,1.025,61.0,83.9,0.057,1.52,179.9,8.8,9.6,8.5,8.7,1.35,880.7,20.5,753.5,57.4,normal,76.8,1
TX175,23.8,18.3,0.737,53.5,67.0,0.007,1.57,133.0,13.7,10.5,16.7,9.3,0.1,730.8,27.5,13.4,51.0,normal,82.1,1
TX176,19.0,28.9,0.558,57.1,65.7,0.006,2.91,100.1,99.0,576.9,366.1,201.9,5.51,907.3,30.2,108.1,37.9,T1,47.2,3
TX176,19.0,16.7,0.738,51.9,65.5,0.006,2.33,131.0,6.6,4.7,10.1,6.4,1.38,775.5,21.3,67.0,61.0,normal,82.5,1
TX177,32.3,28.0,0.907,69.6,88.4,0.097,-0.44,156.0,241.7,300.7,89.4,1639.9,45.17,1111.6,28.9,46.1,34.5,T3,49.6,3
TX177,32.3,43.7,0.995,88.5,110.4,1.037,-2.72,170.6,272.9,427.3,274.1,197.7,7.83,1262.4,30.8,63.2,38.9,T1,45.4,3
TX178,18.5,9.5,0.864,49.5,66.9,0.007,1.24,148.6,18.2,8.3,2.6,9.6,1.42,761.3,20.0,148.6,56.7,normal,81.3,1
TX178,18.5,18.3,0.813,56.4,72.2,0.014,-2.47,142.5,6.4,4.2,7.5,5.5,2.43,746.6,15.9,35.2,60.1,normal,86.0,0
TX178,18.5,35.4,0.78,72.3,87.1,0.083,-2.76,134.0,13.7,11.4,3.4,0.6,0.95,602.8,14.8,65.0,57.8,normal,85.2,0
TX179,12.1,20.2,0.895,61.4,79.8,0.035,-0.94,157.8,4.1,4.2,5.9,4.5,0.07,556.1,16.0,36.6,55.8,normal,87.6,0
TX179,12.1,15.0,0.86,54.9,72.2,0.014,-1.16,156.4,644.0,145.0,36.5,185.4,238.95,651.6,20.2,425.1,47.5,D1,58.3,2
TX179,12.1,25.4,0.895,66.6,85.0,0.065,2.94,151.0,7.3,7.4,6.5,0.7,0.62,529.6,16.2,54.0,56.7,normal,86.7,0
TX180,16.8,34.2,0.719,68.7,81.7,0.044,1.85,122.0,139.9,472.6,480.5,200.6,10.6,974.9,23.5,74.7,43.4,T1,51.5,3
TX180,16.8,22.3,1.093,70.6,96.0,0.225,-1.32,194.6,619.1,280.0,101.9,381.4,1053.81,632.1,20.6,1182.3,45.6,D2,52.9,2
TX180,16.8,11.4,0.884,52.2,70.2,0.011,1.0,156.9,5.1,10.9,4.9,4.1,1.79,667.1,21.9,29.4,50.4,normal,84.3,1
TX180,16.8,42.1,0.886,83.0,101.1,0.394,1.9,149.5,18.0,7.6,0.2,6.1,0.62,705.1,17.4,26.2,55.6,normal,86.3,0
TX181,48.0,35.5,0.763,71.7,86.0,0.073,2.08,127.1,44.7,17.8,5.1,16.2,2.54,1465.2,30.5,12.6,37.5,normal,68.3,2
TX181,48.0,26.1,0.713,60.5,73.3,0.016,-0.66,128.1,2364.8,339.5,137.0,147.3,448.76,1629.8,50.0,421.0,31.5,D1,29.2,3
TX182,15.2,19.3,0.839,58.4,75.0,0.019,0.06,155.2,7.2,9.6,4.7,4.2,2.45,600.6,21.1,32.4,46.2,normal,82.6,1
TX182,15.2,23.1,1.071,70.7,95.2,0.208,-0.5,181.0,8.3,6.9,7.6,4.4,2.74,656.1,22.7,26.8,53.4,normal,84.5,1
TX182,15.2,20.5,0.646,52.2,63.2,0.004,0.24,107.3,15.8,3.1,9.2,2.5,2.1,580.4,19.9,75.7,56.0,normal,83.6,1
TX183,32.8,30.2,0.625,61.1,71.5,0.013,0.51,113.4,14.3,17.4,9.7,10.3,0.16,1164.0,28.7,34.6,48.7,normal,76.8,1
TX183,32.8,25.1,1.125,74.6,101.1,0.394,2.15,196.3,202.9,337.1,176.2,313.3,9.41,1201.3,32.5,20.7,48.0,T2,58.9,2
TX183,32.8,36.0,1.073,83.6,108.2,0.834,-2.27,190.6,24.9,17.8,15.3,12.0,1.65,952.4,35.1,31.5,52.6,normal,74.9,1
TX184,17.4,14.0,0.857,53.7,70.9,0.012,1.23,151.8,10.8,9.1,1.9,3.5,1.42,726.3,15.4,45.5,48.3,normal,85.0,1
TX184,17.4,26.7,1.08,74.6,99.5,0.33,2.51,189.6,15.3,1.4,7.8,10.2,1.77,674.4,17.7,51.6,54.7,normal,84.7,1
TX184,17.4,22.9,0.71,57.2,69.9,0.01,4.42,129.8,9.9,0.6,8.1,10.2,1.01,733.6,16.9,89.6,53.0,normal,84.0,1
TX184,17.4,24.3,0.822,62.8,78.9,0.031,-0.81,142.5,9.4,2.2,2.7,4.4,0.18,539.5,18.4,19.8,52.6,normal,86.6,0
TX185,14.3,6.1,0.781,43.0,57.8,0.002,5.45,135.8,12.9,9.0,4.3,1.2,0.24,553.2,23.1,43.4,53.9,normal,83.7,1
TX185,14.3,29.8,0.926,72.1,91.6,0.139,-1.91,160.8,14.0,8.2,6.6,2.1,0.76,775.5,21.7,81.9,57.1,normal,82.9,1
TX185,14.3,37.4,0.626,68.3,78.7,0.031,-2.28,108.4,9.7,16.1,6.5,8.7,0.58,615.1,15.7,116.4,60.3,normal,84.5,1
TX185,14.3,22.8,0.681,55.9,67.8,0.008,-1.58,115.4,18.1,11.8,4.6,4.3,1.66,512.4,17.4,22.9,55.7,normal,87.0,0
TX186,25.3,27.8,0.419,50.2,55.7,0.002,1.32,71.8,18.7,19.6,16.9,0.5,0.85,790.1,18.2,106.3,50.0,normal,81.2,1
TX186,25.3,3.8,0.629,34.9,45.4,0.0,0.88,112.9,12.1,11.5,8.3,5.1,0.09,881.1,25.1,36.9,51.3,normal,80.7,1
TX187,14.9,14.1,1.141,64.1,91.2,0.133,-0.29,178.5,5.0,6.2,2.9,9.9,0.54,561.3,15.7,35.8,55.8,normal,87.0,0
TX187,14.9,24.2,0.988,68.7,90.3,0.119,0.4,180.6,20.2,6.8,9.3,0.8,1.47,554.8,12.4,119.9,54.4,normal,85.7,0
TX188,13.3,26.3,0.632,57.4,68.0,0.008,-0.59,110.3,1482.9,283.6,29.9,7.1,8.17,535.1,21.4,490.0,50.4,PD,55.2,2
TX188,13.3,24.3,0.533,51.5,59.5,0.003,1.33,94.9,5.3,7.6,2.0,0.6,1.24,626.5,14.8,51.3,57.5,normal,87.0,0
TX189,3.3,30.8,0.796,68.3,83.5,0.055,1.53,145.2,158.5,359.4,183.0,80.6,4.06,640.0,12.7,50.1,50.7,T1,66.1,2
TX189,3.3,44.5,0.826,83.2,99.4,0.327,1.41,149.7,1.6,2.2,2.2,3.2,1.33,278.7,10.2,79.4,58.3,normal,90.3,0
TX190,16.9,34.8,0.66,67.1,78.4,0.029,-1.63,119.7,135.0,374.1,353.2,112.4,4.73,787.9,21.0,48.0,52.8,T1,64.1,2
TX190,16.9,36.8,1.061,84.0,108.1,0.825,0.7,179.0,14.1,1.9,15.6,5.2,0.24,744.9,21.1,28.3,61.0,normal,84.8,1
TX190,16.9,23.8,0.836,62.8,79.3,0.033,-3.36,140.6,12.9,7.2,3.6,6.4,2.65,608.7,20.5,45.3,56.6,normal,83.8,1
TX190,16.9,4.7,1.062,52.0,76.2,0.022,0.12,192.6,16.0,8.1,1.4,1.1,0.27,836.2,15.5,32.2,,normal,86.8,0
TX191,16.7,24.4,0.998,69.3,91.3,0.134,-0.45,166.8,9.5,14.2,7.9,5.4,0.48,609.7,18.2,88.1,52.3,normal,83.6,1
TX191,16.7,8.5,0.904,50.0,68.7,0.009,3.61,166.1,6.7,9.5,7.4,3.9,0.97,669.4,7.4,60.6,52.8,normal,87.7,0
TX191,16.7,20.9,0.467,45.3,51.8,0.001,1.69,83.7,22.9,12.5,8.2,4.6,2.47,764.2,22.8,35.2,56.8,normal,83.2,1
TX192,18.2,17.3,0.727,52.1,65.4,0.006,-2.76,126.6,16.7,10.9,5.2,9.9,0.96,741.7,26.1,42.3,51.6,normal,81.4,1
TX192,18.2,21.5,0.76,57.6,71.8,0.013,3.15,128.4,310.0,381.0,482.7,254.2,1.49,1130.8,19.8,19.9,42.0,T1,52.6,2
TX193,7.3,10.5,0.885,51.3,69.4,0.01,3.24,160.6,0.1,1.8,2.6,4.4,2.19,509.1,12.4,59.2,46.6,normal,87.1,0
TX193,7.3,13.3,0.675,46.2,57.9,0.002,-2.52,125.4,16.9,0.6,0.9,4.8,0.5,303.5,19.1,34.4,61.0,normal,87.3,0
TX193,7.3,19.3,0.677,52.3,64.1,0.005,-1.76,116.8,742.1,239.8,15.9,237.1,431.01,316.8,20.2,529.9,42.8,D1,51.7,3
TX193,7.3,25.6,0.577,54.6,63.7,0.005,-2.72,103.1,15.3,6.7,9.5,2.2,0.68,568.1,10.7,74.5,57.8,normal,89.1,0
TX194,27.0,23.0,0.607,53.2,63.1,0.004,-4.12,108.8,36.1,3.4,2.9,7.7,3.03,937.9,27.8,31.7,39.9,normal,73.4,1
TX194,27.0,12.5,0.883,53.2,71.3,0.012,0.69,149.1,27.8,10.7,12.4,7.6,0.04,822.3,26.1,84.1,52.9,normal,78.1,1
TX194,27.0,24.0,0.683,57.2,69.1,0.009,2.97,124.4,17.0,7.9,13.9,0.9,1.23,891.2,30.3,14.3,55.1,normal,80.1,1
TX195,10.2,34.1,1.098,82.6,108.2,0.828,1.9,195.1,5.9,12.2,2.0,2.1,0.45,587.8,19.8,17.5,62.2,normal,87.8,0
TX195,10.2,5.4,0.988,49.9,71.5,0.013,-0.65,174.7,9.2,1.5,4.4,3.9,0.07,344.4,22.1,35.6,62.5,normal,85.6,0
TX195,10.2,23.4,0.546,51.1,59.5,0.003,0.46,96.7,129.7,743.7,244.1,640.0,1.91,825.5,24.3,10.0,46.5,T2,55.7,2
TX196,36.9,-0.5,0.69,33.0,45.2,0.0,0.22,116.7,2021.2,503.1,208.7,462.3,954.28,1309.6,34.4,261.4,38.9,D2,41.6,3
TX196,36.9,48.6,0.877,89.1,106.9,0.725,-0.89,153.8,18.6,1.5,2.9,13.6,1.22,1146.9,31.9,39.1,52.8,normal,75.1,1
TX196,36.9,25.7,1.206,78.0,107.7,0.786,3.14,218.6,1532.3,593.4,84.3,628.8,911.69,1215.9,37.7,3630.0,37.3,D1,32.6,3
TX196,36.9,36.3,0.582,65.5,74.8,0.019,0.92,99.6,424.6,934.1,417.8,1812.6,80.71,1537.6,35.5,498.6,39.2,T3,35.3,3
TX197,9.4,28.2,0.87,68.5,86.1,0.074,-1.46,156.5,7.5,12.6,2.5,2.6,1.19,543.7,19.3,93.9,59.9,normal,84.8,1
TX197,9.4,37.6,0.446,61.2,67.3,0.007,-1.08,76.5,5.4,8.6,3.4,4.1,1.85,411.5,12.4,31.2,52.4,normal,89.7,0
TX197,9.4,40.9,0.701,74.7,87.2,0.084,-1.21,117.7,834.9,93.2,19.2,4.6,0.38,354.8,19.2,153.1,56.6,PD,61.8,2
TX198,17.5,17.2,0.812,55.2,71.0,0.012,-0.67,146.0,89.1,325.6,167.8,191.9,9.69,816.2,23.8,62.9,53.7,T2,66.1,2
TX198,17.5,27.7,0.766,64.1,78.4,0.03,1.31,137.9,180.2,425.0,45.2,1101.2,54.89,869.7,26.0,44.0,42.7,T3,52.8,2
TX198,17.5,16.7,0.688,50.1,62.2,0.004,-3.94,121.8,18.1,4.1,6.4,3.1,0.12,584.4,11.2,88.4,56.7,normal,86.3,0
TX198,17.5,29.4,0.697,63.1,75.4,0.02,0.24,128.1,8.3,8.8,8.0,4.5,0.0,577.8,20.3,51.8,56.5,normal,83.8,1
TX199,14.3,34.0,1.027,79.9,102.9,0.476,0.45,176.9,10.7,14.0,7.8,1.3,0.34,693.2,20.5,40.8,50.3,normal,84.8,1
TX199,14.3,34.7,0.707,68.8,81.4,0.043,-0.59,127.0,1651.5,82.8,34.3,38.6,12.81,521.7,19.1,449.3,49.7,PD,55.5,2
TX199,14.3,6.3,0.52,33.0,40.7,0.0,-0.68,95.9,12.4,0.0,5.1,0.1,2.84,786.1,12.6,23.0,56.9,normal,89.1,0
TX200,15.6,23.6,0.648,55.4,66.4,0.007,-0.07,114.1,344.3,561.4,77.2,2546.7,24.11,1077.0,24.9,33.8,42.4,T3,52.0,2
TX200,15.6,13.1,0.617,43.6,53.8,0.001,1.58,107.4,161.8,520.6,347.4,788.4,34.37,812.2,27.2,79.6,43.5,T2,47.9,3
TX200,15.6,7.1,0.935,49.7,69.5,0.01,1.48,159.1,99.5,209.3,169.3,78.9,7.93,1071.4,25.6,69.9,47.5,T1,67.6,2
TX201,9.6,29.2,0.788,66.4,81.4,0.042,-0.43,134.5,256.6,226.7,568.9,67.9,0.71,856.5,17.6,42.7,45.7,T1,60.5,2
TX201,9.6,21.1,1.001,66.2,88.2,0.094,0.35,174.9,8.9,2.5,0.4,2.5,1.79,347.8,16.4,120.9,48.8,normal,84.8,1
TX201,9.6,30.9,0.779,67.7,82.5,0.048,1.26,135.9,6.5,6.6,0.4,1.1,1.56,500.8,14.3,23.6,62.9,normal,89.5,0
TX202,11.8,24.4,0.754,60.3,74.3,0.018,-1.17,129.7,10.2,5.1,1.1,3.5,1.04,434.3,14.5,51.2,60.4,normal,87.4,0
TX202,11.8,2.4,0.939,45.2,65.1,0.006,-1.21,160.4,1.3,1.4,3.8,8.9,2.86,589.8,16.9,50.2,47.4,normal,85.0,1
TX202,11.8,19.8,0.954,63.1,83.5,0.054,-1.04,166.2,1.0,6.9,2.6,2.2,0.7,425.6,16.1,28.3,55.6,normal,88.1,0
TX202,11.8,18.5,1.098,67.0,92.5,0.154,-0.78,188.9,227.7,260.5,117.9,736.5,31.3,793.3,16.4,31.6,49.8,T3,62.1,2
TX203,48.0,9.6,0.932,52.1,71.8,0.013,-1.49,162.2,46.7,13.3,24.0,12.7,0.29,1444.6,36.1,59.4,44.8,normal,67.4,2
TX203,48.0,31.8,0.888,72.7,90.9,0.129,5.89,148.2,302.7,656.4,412.7,982.3,21.93,1560.0,40.0,0.0,35.4,T2,42.8,3
TX204,32.0,23.8,0.611,54.2,64.2,0.005,-2.28,108.2,2346.2,230.7,74.5,20.4,1.29,1032.4,25.0,193.8,48.2,PD,52.4,2
TX204,32.0,10.3,1.188,62.0,91.0,0.129,-2.57,220.5,13.2,12.1,10.0,9.3,1.2,978.6,25.3,76.0,46.4,normal,75.5,1
TX204,32.0,12.3,0.605,42.4,52.3,0.001,-0.22,101.3,136.9,402.2,156.0,720.7,9.62,1132.6,28.3,52.3,47.7,T2,56.4,2
TX204,32.0,28.8,0.608,59.0,68.9,0.009,-0.93,108.3,419.9,562.2,204.1,3362.9,87.42,1630.1,39.4,72.0,42.4,T3,38.8,3
TX205,16.7,26.4,0.805,64.2,79.8,0.035,0.37,145.7,24.2,2.1,13.8,3.6,1.96,586.8,11.6,21.8,57.7,normal,88.9,0
TX205,16.7,21.6,0.519,48.2,55.9,0.002,-2.1,88.3,11.3,19.1,9.8,3.3,0.7,650.7,18.7,65.2,52.4,normal,83.9,1
TX205,16.7,13.5,0.926,55.8,75.2,0.02,-4.45,158.3,13.6,0.5,7.3,0.7,1.38,632.1,25.6,0.0,,normal,83.6,1
TX206,9.8,21.4,0.744,57.0,70.7,0.011,0.22,130.6,9.8,9.8,5.9,0.3,2.74,449.6,,70.2,43.4,normal,84.1,1
TX206,9.8,18.8,0.706,52.9,65.5,0.006,-3.39,119.8,12.1,8.2,4.2,5.3,0.07,430.6,15.2,53.0,50.8,normal,87.5,0
TX207,5.5,22.9,0.909,64.6,83.5,0.054,-3.62,155.1,17.0,5.7,1.7,0.8,0.15,306.1,9.8,92.3,64.5,normal,89.4,0
TX207,5.5,29.4,1.009,74.7,97.0,0.253,-0.4,183.2,18.4,3.1,2.6,3.6,0.91,350.4,10.4,49.1,46.4,normal,88.4,0
TX208,20.2,21.8,0.965,65.5,86.3,0.075,-2.3,163.3,232.8,97.5,18.5,21.5,5.67,803.6,28.5,747.9,47.7,PD,63.4,2
TX208,20.2,10.5,0.895,51.6,70.0,0.01,-0.9,156.2,16.3,14.3,7.6,4.9,1.13,686.2,17.3,0.0,55.3,normal,84.4,1
TX208,20.2,20.0,0.686,53.3,65.3,0.006,3.45,119.4,4.2,9.2,10.5,7.2,0.49,831.9,23.0,89.6,58.5,normal,81.0,1
TX208,20.2,38.1,1.036,84.4,107.7,0.791,-0.21,186.4,487.2,811.1,361.7,449.8,23.6,1051.3,28.1,62.6,42.5,T2,47.7,3
TX209,2.9,40.8,0.926,83.2,102.6,0.464,0.03,160.4,12.1,4.1,3.1,3.0,0.12,225.9,8.6,65.1,55.1,normal,90.8,0
TX209,2.9,19.0,0.667,51.5,63.0,0.004,1.62,119.1,7.9,5.8,0.2,0.9,1.59,172.5,12.8,139.8,68.8,normal,88.1,0
TX209,2.9,3.0,0.687,36.3,48.4,0.001,-1.7,123.7,9.1,2.7,6.2,1.8,0.33,271.6,8.5,54.4,57.9,normal,91.2,0
TX209,2.9,33.9,0.554,62.0,70.5,0.011,-0.37,96.7,0.1,3.7,10.4,4.5,0.73,334.5,13.5,117.4,53.8,normal,88.3,0
TX210,20.4,26.9,0.371,47.3,51.8,0.001,2.1,64.9,13.7,15.0,10.3,7.9,1.31,967.8,17.9,33.1,54.8,normal,84.7,1
TX210,20.4,29.3,0.774,66.0,80.6,0.038,-0.48,138.0,290.4,400.3,154.8,1283.9,34.17,970.5,18.5,19.0,49.5,T3,62.2,2
TX210,20.4,8.0,0.762,44.2,58.5,0.002,2.71,128.2,18.8,9.7,13.4,2.2,2.97,823.8,18.1,40.3,44.0,normal,80.8,1
TX211,48.0,22.8,0.482,47.9,54.7,0.001,1.98,80.2,1683.0,263.9,83.5,859.2,2083.58,1569.4,32.7,75.1,38.3,D2,48.0,3
TX211,48.0,21.7,1.084,69.6,94.7,0.195,-6.78,188.6,2572.8,392.6,38.9,74.7,7.23,1624.4,47.2,946.7,37.4,PD,36.3,3
TX212,34.1,7.1,1.006,52.3,74.5,0.018,-0.27,175.0,373.7,560.7,574.8,205.9,12.37,1248.8,35.2,12.5,31.1,T1,43.2,3
TX212,34.1,25.4,0.827,64.1,80.3,0.037,1.28,144.7,831.4,383.0,109.3,671.7,1457.83,943.5,23.3,295.7,42.3,D2,52.6,2
TX213,26.9,11.9,0.857,51.7,68.9,0.009,-3.73,150.6,4.4,13.5,2.7,4.5,1.84,940.8,17.2,15.7,46.5,normal,83.2,1
TX213,26.9,23.9,0.725,58.7,71.9,0.013,-3.13,125.5,884.7,431.1,88.1,742.1,2131.37,909.7,42.3,683.6,33.8,D2,33.6,3
TX214,16.7,20.1,0.5,46.0,53.2,0.001,1.64,90.9,9.7,6.6,7.1,5.7,0.1,632.2,11.3,27.6,57.2,normal,88.8,0
TX214,16.7,14.8,0.777,51.6,66.2,0.006,0.47,136.5,15.8,6.9,4.7,5.7,1.07,623.8,11.6,26.3,56.8,normal,88.6,0
TX214,16.7,24.7,0.883,65.5,83.5,0.054,-1.07,158.3,17.6,8.7,0.6,7.8,0.93,546.6,15.0,72.4,55.6,normal,85.2,0
TX215,6.6,15.9,1.082,63.8,88.8,0.101,-1.65,189.4,16.8,5.6,2.2,1.9,0.9,250.0,10.3,0.0,66.2,normal,91.9,0
TX215,6.6,18.4,0.795,55.8,71.1,0.012,0.79,138.8,10.7,11.0,3.7,2.3,2.54,341.3,7.3,95.6,60.3,normal,88.9,0
TX215,6.6,12.9,0.731,47.9,61.2,0.003,4.04,135.2,836.4,113.7,35.1,25.2,6.76,302.8,13.0,580.5,49.9,PD,56.8,2
TX215,6.6,15.5,0.894,56.7,75.1,0.02,1.02,157.5,11.8,7.2,3.0,5.4,0.16,402.2,6.5,37.5,62.3,normal,91.0,0
TX216,22.1,10.9,0.894,52.0,70.4,0.011,-0.36,161.3,11.0,3.6,4.0,5.9,0.18,603.5,19.6,32.8,57.9,normal,84.0,1
TX216,22.1,33.2,0.25,48.0,50.4,0.001,-0.19,43.4,28.9,13.1,18.9,2.5,2.51,796.1,20.1,95.5,55.3,normal,81.1,1
TX216,22.1,21.7,0.712,56.0,68.8,0.009,-0.05,120.7,24.0,16.1,13.0,4.5,3.11,782.1,18.1,28.1,51.4,normal,84.3,1
TX216,22.1,35.0,0.586,64.4,73.7,0.017,-1.16,104.7,16.7,14.6,12.2,7.5,0.82,860.6,26.7,12.4,54.2,normal,82.8,1
TX217,14.3,24.8,1.005,69.9,92.1,0.147,-3.72,179.9,11.3,8.1,9.4,0.3,0.2,665.3,17.1,14.9,62.9,normal,88.3,0
TX217,14.3,30.7,0.617,61.3,71.5,0.013,2.75,106.3,54.3,192.9,174.3,35.2,2.52,680.0,20.7,30.7,52.2,T1,76.7,1
TX218,17.2,26.9,0.9,68.2,86.8,0.08,3.39,159.9,17.4,17.4,4.1,0.5,1.39,605.0,14.6,108.2,54.7,normal,84.4,1
TX218,17.2,20.8,0.453,44.7,50.9,0.001,0.04,77.4,20.5,0.5,4.1,5.7,0.12,651.2,13.8,90.9,54.2,normal,85.3,0
TX218,17.2,16.7,0.858,56.5,73.8,0.017,5.19,153.6,16.1,5.0,1.5,5.4,1.15,730.4,15.5,50.1,49.3,normal,85.3,0
TX218,17.2,13.9,0.278,30.1,32.9,0.0,-3.87,50.6,1913.4,286.8,46.3,28.3,0.92,648.6,30.6,403.9,47.5,PD,50.9,3
TX219,19.4,25.9,0.679,58.9,70.7,0.011,-3.78,119.9,318.6,646.9,627.5,184.5,25.74,1041.2,23.4,38.8,37.1,T1,47.2,3
TX219,19.4,25.5,0.51,51.7,59.2,0.003,-1.07,95.2,12.7,11.9,16.9,1.3,0.06,660.2,16.2,80.1,49.7,normal,83.9,1
TX220,24.9,20.7,0.62,51.4,61.6,0.003,1.75,104.7,24.2,2.5,3.0,3.5,1.47,977.7,28.2,42.5,53.5,normal,79.2,1
TX220,24.9,27.9,0.579,57.0,66.2,0.006,-0.43,109.3,17.7,11.5,10.2,8.6,1.71,884.2,20.9,29.6,51.3,normal,82.7,1
TX220,24.9,33.2,0.932,75.7,95.4,0.211,-0.12,154.6,321.0,682.6,629.4,304.1,12.04,1161.3,32.4,27.2,37.1,T1,45.7,3
TX220,24.9,15.3,0.686,48.6,60.6,0.003,-0.45,118.3,257.3,702.4,449.6,225.8,11.24,1161.1,26.3,10.3,46.2,T1,53.9,2
TX221,24.9,23.1,0.994,67.9,89.7,0.111,-0.91,176.3,20.7,4.8,6.9,8.4,1.58,860.5,22.7,297.0,48.9,normal,76.8,1
TX221,24.9,28.7,0.954,72.1,92.5,0.153,-0.54,175.2,13.7,10.6,5.0,1.7,2.04,817.7,13.0,25.7,59.6,normal,86.2,0
TX221,24.9,22.5,0.534,49.8,57.9,0.002,4.34,93.5,5.8,10.1,10.7,6.5,0.42,869.4,15.3,50.4,53.1,normal,84.2,1
TX221,24.9,23.5,0.714,57.9,70.8,0.011,0.59,122.0,21.5,11.1,3.4,0.0,0.79,992.1,23.0,0.0,54.9,normal,79.7,1
TX222,22.3,19.8,0.74,55.2,68.8,0.009,-0.79,136.6,15.9,9.8,13.4,2.4,0.38,792.5,15.8,27.1,55.3,normal,85.7,0
TX222,22.3,22.5,1.18,73.9,102.6,0.46,0.97,202.7,389.9,344.0,89.9,2051.9,56.35,969.2,28.9,65.2,41.7,T3,48.7,3
TX223,27.6,19.2,1.006,64.4,86.7,0.079,-0.91,182.9,17.4,19.3,18.4,3.3,4.37,1031.4,22.8,29.8,45.3,normal,78.4,1
TX223,27.6,35.6,0.879,76.1,94.0,0.182,-2.5,150.1,17.2,9.7,12.5,8.7,2.02,913.9,24.9,34.4,52.5,normal,80.2,1
TX224,17.7,18.6,0.708,52.8,65.5,0.006,-2.21,120.8,19.2,6.3,5.5,0.1,1.06,666.5,16.1,99.0,52.7,normal,84.0,1
TX224,17.7,24.7,0.914,66.6,85.6,0.07,-1.66,159.1,16.8,8.4,5.8,6.7,2.14,778.6,14.0,35.0,60.5,normal,86.7,0
TX224,17.7,28.9,0.729,63.8,77.1,0.025,3.5,122.2,19.5,9.2,4.9,2.2,0.94,673.6,13.3,32.2,58.3,normal,87.3,0
TX224,17.7,19.6,1.134,69.4,96.3,0.234,2.26,208.1,108.2,172.2,43.2,122.9,5.24,743.0,20.2,42.2,39.1,T2,67.0,2
TX225,6.1,25.3,0.536,52.6,60.7,0.003,4.81,95.6,14.8,4.8,3.6,6.0,0.13,413.9,9.3,29.4,52.4,normal,91.5,0
TX225,6.1,15.2,0.962,58.8,79.5,0.034,0.36,172.4,2.3,0.1,2.4,6.8,3.1,337.2,9.6,47.5,51.1,normal,90.6,0
TX225,6.1,22.2,0.891,63.3,81.6,0.043,-0.59,149.2,5.0,6.4,2.5,3.4,0.74,384.0,15.5,21.4,51.4,normal,90.1,0
TX225,6.1,20.6,1.042,67.1,90.6,0.124,-3.78,180.6,8.4,7.9,4.8,1.1,0.36,443.5,17.1,14.2,58.6,normal,90.2,0
TX226,4.2,14.0,0.576,42.9,52.0,0.001,-1.48,98.4,253.5,55.4,14.7,12.4,4.13,329.4,18.0,94.8,52.8,PD,76.2,1
